,,,,2016中学校,,,,,,,,,,,,,,,,
,,,,2016中学校!AK:AK,,,,,,,,,38,39,40,41,42,43,44,45
key1,key2,school_type,year,qes_final,adhoc_year_target,adhoc_year_answer,adhoc_grade,adhoc_subject,adhoc_category,adhoc_explanation1,adhoc_explanation2,adhoc_answer,year_target,year_answer,grade,subject,category,explanation1,explanation2,answer
質問1,問1.1,中学校,2016,4,,,,,,,,,2015,2016,all,,0,１　学校について、当てはまるものを選んでください。,２８年度の全校生徒数（調査日現在）,２８年度の全校生徒数（調査日現在）;数値入力
質問2,問1.2.ア １年-国語,中学校,2016,6,,,7,国語,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,7,国語,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,１年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問3,問1.2.ア １年-数学,中学校,2016,6,,,7,数学,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,7,数学,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,１年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問4,問1.2.ア １年-英語,中学校,2016,6,,,7,英語,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,7,英語,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,１年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問5,問1.2.ア １年-総合的な学習の時間,中学校,2016,6,,,7,総合的な学習の時間,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,7,総合的な学習の時間,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,１年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問6,問1.2.ア １年-特別活動（学級活動）,中学校,2016,6,,,7,特別活動（学級活動）,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,7,特別活動（学級活動）,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,１年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問7,問1.2.ア １年-特別活動（生徒会活動）,中学校,2016,6,,,7,特別活動（生徒会活動）,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,7,特別活動（生徒会活動）,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,１年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問8,問1.2.ア １年-特別活動（学校行事）,中学校,2016,6,,,7,特別活動（学校行事）,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,7,特別活動（学校行事）,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,１年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問9,問1.2.イ ２年-国語,中学校,2016,7,,,8,国語,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,8,国語,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,２年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問10,問1.2.イ ２年-数学,中学校,2016,7,,,8,数学,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,8,数学,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,２年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問11,問1.2.イ ２年-英語,中学校,2016,7,,,8,英語,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,8,英語,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,２年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問12,問1.2.イ ２年-総合的な学習の時間,中学校,2016,7,,,8,総合的な学習の時間,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,8,総合的な学習の時間,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,２年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問13,問1.2.イ ２年-特別活動（学級活動）,中学校,2016,7,,,8,特別活動（学級活動）,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,8,特別活動（学級活動）,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,２年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問14,問1.2.イ ２年-特別活動（生徒会活動）,中学校,2016,7,,,8,特別活動（生徒会活動）,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,8,特別活動（生徒会活動）,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,２年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問15,問1.2.イ ２年-特別活動（学校行事）,中学校,2016,7,,,8,特別活動（学校行事）,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,8,特別活動（学校行事）,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,２年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問16,問1.2.ウ ３年-国語,中学校,2016,8,,,9,国語,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,9,国語,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,３年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問17,問1.2.ウ ３年-数学,中学校,2016,8,,,9,数学,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,9,数学,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,３年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問18,問1.2.ウ ３年-英語,中学校,2016,8,,,9,英語,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,9,英語,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,３年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問19,問1.2.ウ ３年-総合的な学習の時間,中学校,2016,8,,,9,総合的な学習の時間,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,9,総合的な学習の時間,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,３年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
質問20,問1.2.ウ ３年-特別活動（学級活動）,中学校,2016,8,,,9,特別活動（学級活動）,,,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,,2015,2016,9,特別活動（学級活動）,0,１　学校について、当てはまるものを選んでください。,次の教科等の年間実施授業時数を入力してください（１単位時間未満の端数は切り上げ。クラスによって異なる場合、最も多い時数を入力。）,３年;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力;数値入力
