,,,,2018小学校,,,,,,,,,,,,,,,,
,,,,2018小学校!AN:AN,,,,,,,,,41,42,43,44,45,46,47,48
key1,key2,school_type,year,qes_final,adhoc_year_target,adhoc_year_answer,adhoc_grade,adhoc_subject,adhoc_category,adhoc_explanation1,adhoc_explanation2,adhoc_answer,year_target,year_answer,grade,subject,category,explanation1,explanation2,answer
質問1,問1.1,小学校,2018,4,,,,,,,,,2017,2018,all,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,３０年度の全校児童数（調査日現在）,数値入力
質問2,問1.2,小学校,2018,5,,,,,,,,,2017,2018,all,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,クラス替えは、毎年実施していますか。,毎年実施している;隔年で実施している;実施していない;その他
質問3,問1.2　記述,小学校,2018,6,,,,,,,,,2017,2018,all,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,クラス替えは、毎年実施していますか。**その他の場合に記入,文字入力
質問4,問1.2.ア,小学校,2018,7,,,1,,,,,,2017,2018,1,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の１年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問5,問1.2.ア　記述,小学校,2018,8,,,1,,,,,,2017,2018,1,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の１年生のクラスを、どのように決めましたか。**その他の場合に記入,文字入力
質問6,問1.2.イ,小学校,2018,9,,,2,,,,,,2017,2018,2,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の２年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問7,問1.2.イ　記述,小学校,2018,10,,,2,,,,,,2017,2018,2,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の２年生のクラスを、どのように決めましたか。**その他の場合に記入,文字入力
質問8,問1.2.ウ,小学校,2018,11,,,3,,,,,,2017,2018,3,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の３年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問9,問1.2.ウ　記述,小学校,2018,12,,,3,,,,,,2017,2018,3,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の３年生のクラスを、どのように決めましたか。**その他の場合に記入,文字入力
質問10,問1.2.エ,小学校,2018,13,,,4,,,,,,2017,2018,4,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の４年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問11,問1.2.エ　記述,小学校,2018,14,,,4,,,,,,2017,2018,4,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の４年生のクラスを、どのように決めましたか。**その他の場合に記入,文字入力
質問12,問1.2.オ,小学校,2018,15,,,5,,,,,,2017,2018,5,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の５年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問13,問1.2.オ　記述,小学校,2018,16,,,5,,,,,,2017,2018,5,,0,１　昨年度（平成２９年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３０年度の状況を回答,平成２９年度の５年生のクラスを、どのように決めましたか。**その他の場合に記入,文字入力
