,,,,,2019小学校,,,,,,,,,,,,,,,,
,,,,,2019小学校!AN:AN,,,,,,,,,41,42,43,44,45,46,47,48
key1,key2,school_type,year,adhoc_key2,qes_final,adhoc_year_target,adhoc_year_answer,adhoc_grade,adhoc_subject,adhoc_category,adhoc_explanation1,adhoc_explanation2,adhoc_answer,year_target,year_answer,grade,subject,category,explanation1,explanation2,answer
質問1,問1.1,小学校,2019,,4,,,,,,,,,2018,2019,all,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,３１年度の全校児童数（調査日現在）,
質問2,問1.2,小学校,2019,,5,,,,,,,,,2018,2019,all,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,クラス替えは、毎年実施していますか。,毎年実施している;隔年で実施している;実施していない;その他
質問3,問1.2　記述,小学校,2019,,6,,,,,,,,,2018,2019,all,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,クラス替えは、毎年実施していますか。**,その他を選んだ場合は記述してください
質問4,問1.2.ア,小学校,2019,,7,,,1,,,,,,2018,2019,1,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の１年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問5,問1.2.ア　記述,小学校,2019,,8,,,1,,,,,,2018,2019,1,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の１年生のクラスを、どのように決めましたか。**,その他を選んだ場合は記述してください
質問6,問1.2.イ,小学校,2019,,9,,,2,,,,,,2018,2019,2,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の２年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問7,問1.2.イ　記述,小学校,2019,,10,,,2,,,,,,2018,2019,2,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の２年生のクラスを、どのように決めましたか。**,その他を選んだ場合は記述してください
質問8,問1.2.ウ,小学校,2019,,11,,,3,,,,,,2018,2019,3,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の３年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問9,問1.2.ウ　記述,小学校,2019,,12,,,3,,,,,,2018,2019,3,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の３年生のクラスを、どのように決めましたか。**,その他を選んだ場合は記述してください
質問10,問1.2.エ,小学校,2019,,13,,,4,,,,,,2018,2019,4,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の４年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問11,問1.2.エ　記述,小学校,2019,,14,,,4,,,,,,2018,2019,4,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の４年生のクラスを、どのように決めましたか。**,その他を選んだ場合は記述してください
質問12,問1.2.オ,小学校,2019,,15,,,5,,,,,,2018,2019,5,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の５年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問13,問1.2.オ　記述,小学校,2019,,16,,,5,,,,,,2018,2019,5,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の５年生のクラスを、どのように決めましたか。**,その他を選んだ場合は記述してください
質問14,問1.2.カ,小学校,2019,,17,,,6,,,,,,2018,2019,6,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の６年生のクラスを、どのように決めましたか。,児童の氏名（五十音順など）からランダムに振り分け;各学級の学力が同じようになるように振り分け;児童の氏名（五十音順など）からランダムに振り分けるとともに、配慮を要する児童や児童同士の人間関係などの申し送り事項を考慮して一部調整;各学級の学力が同じようになるように振り分けるとともに、配慮を要する児童や児童同士の人間関係など申し送り事項を考慮して一部調整;実施していない;その他
質問15,問1.2カ　記述,小学校,2019,,18,,,6,,,,,,2018,2019,6,,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,平成３０年度の６年生のクラスを、どのように決めましたか。**,その他を選んだ場合は記述してください
質問16,問1.3.ア 1年-国語,小学校,2019,,20,,,1,国語,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,1,国語,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問17,問1.3.ア 1年-算数,小学校,2019,,20,,,1,算数,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,1,算数,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問18,問1.3.ア 1年-生活,小学校,2019,,20,,,1,生活,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,1,生活,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問19,問1.3.ア 1年-音楽,小学校,2019,,20,,,1,音楽,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,1,音楽,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問20,問1.3.ア 1年-図画工作,小学校,2019,,20,,,1,図画工作,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,1,図画工作,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問21,問1.3.ア 1年-体育,小学校,2019,,20,,,1,体育,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,1,体育,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問22,問1.3.イ 2年-国語,小学校,2019,,21,,,2,国語,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,2,国語,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問23,問1.3.イ 2年-算数,小学校,2019,,21,,,2,算数,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,2,算数,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問24,問1.3.イ 2年-生活,小学校,2019,,21,,,2,生活,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,2,生活,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問25,問1.3.イ 2年-音楽,小学校,2019,,21,,,2,音楽,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,2,音楽,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問26,問1.3.イ 2年-図画工作,小学校,2019,,21,,,2,図画工作,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,2,図画工作,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問27,問1.3.イ 2年-体育,小学校,2019,,21,,,2,体育,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,2,体育,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問28,問1.3.ウ 3年-国語,小学校,2019,,22,,,3,国語,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,3,国語,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
質問29,問1.3.ウ 3年-社会,小学校,2019,,22,,,3,社会,,,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,,2018,2019,3,社会,0,１　昨年度（平成３０年度）の学校について、当てはまるものを選んでください。※（１）のみ平成３１年度の状況を回答,いわゆる教科担任制を実施していた場合は１を、実施していなかった場合は０を入力してください（全てに回答してください）,
